Data/Road2_fb/IMG/center_2017_12_18_15_42_17_781.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_17_781.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_17_781.jpg,-0.6294118,0.0,0.0,14.94635
Data/Road2_fb/IMG/center_2017_12_18_15_42_17_847.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_17_847.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_17_847.jpg,-0.5705882,0.119844,0.0,14.33155
Data/Road2_fb/IMG/center_2017_12_18_15_42_17_916.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_17_916.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_17_916.jpg,-0.5588235,0.0,0.0,14.32956
Data/Road2_fb/IMG/center_2017_12_18_15_42_17_991.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_17_991.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_17_991.jpg,-0.5588235,0.1152692,0.0,14.77355
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_065.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_065.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_065.jpg,-0.5117647,0.1181073,0.0,14.8395
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_132.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_132.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_132.jpg,-0.4764706,0.0,0.0,14.21721
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_208.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_208.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_208.jpg,-0.4647059,0.1506121,0.0,14.19147
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_283.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_283.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_283.jpg,-0.4647059,0.0,0.0,14.13275
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_351.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_351.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_351.jpg,-0.4647059,0.1247456,0.0,14.62726
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_427.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_427.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_427.jpg,-0.4705882,0.0,0.0,14.59993
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_493.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_493.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_493.jpg,-0.4705882,0.05985904,0.0,13.92255
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_564.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_564.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_564.jpg,-0.4705882,0.008944273,0.0,13.89971
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_640.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_640.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_640.jpg,-0.4411765,0.03061795,0.0,13.7939
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_710.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_710.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_710.jpg,-0.3941177,0.004125595,0.0,14.30684
Data/Road2_fb/IMG/center_2017_12_18_15_42_18_785.jpg,Data/Road2_fb/IMG/left_2017_12_18_15_42_18_785.jpg,Data/Road2_fb/IMG/right_2017_12_18_15_42_18_785.jpg,-0.3941177,0.0,0.0,14.21465
